Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/24/2023,11:32:48,42.2745573333,-71.8114878333,164.3,1,2.50,100189,95.26,400,39,10.94,0.44,38.24,3.01,37.42,987.40,150.52,-14.54
02/24/2023,11:32:49,42.2745573333,-71.8114878333,164.3,1,2.40,100184,95.77,400,41,10.94,0.45,38.58,3.04,37.47,988.00,145.41,-19.67
02/24/2023,11:32:51,42.2745573333,-71.8114968333,164.2,1,2.50,100193,94.17,400,41,10.94,0.45,39.14,3.06,37.51,986.90,154.77,-10.26
02/24/2023,11:32:53,42.2745573333,-71.8114968333,164.2,1,2.50,100192,95.35,400,42,10.94,0.45,39.59,3.08,37.54,987.00,153.92,-11.12
02/24/2023,11:32:55,42.2745573333,-71.8114968333,164.2,1,2.50,100190,94.76,400,42,10.94,0.47,40.15,3.10,37.58,986.80,155.63,-9.41
02/24/2023,11:32:56,42.2745573333,-71.8114968333,164.2,1,2.50,100203,93.50,400,42,10.94,0.47,40.83,3.13,37.63,986.70,156.48,-8.56
02/24/2023,11:32:58,42.2745581667,-71.8115056667,164.3,1,2.40,100191,94.76,400,42,10.94,0.48,41.28,3.13,37.63,987.20,152.22,-12.83
02/24/2023,11:33:00,42.2745581667,-71.8115056667,164.3,1,2.50,100207,94.17,400,42,10.94,0.49,41.84,3.12,37.62,986.80,155.63,-9.41
02/24/2023,11:33:02,42.2745581667,-71.8115056667,164.3,1,2.50,100187,94.68,400,42,10.94,0.48,42.29,3.12,37.63,986.80,155.63,-9.41
02/24/2023,11:33:03,42.2745568333,-71.8115146667,164.1,1,2.50,100186,95.35,400,42,10.94,0.48,42.74,3.16,37.67,987.00,153.92,-11.12
02/24/2023,11:33:05,42.2745568333,-71.8115146667,164.1,1,2.50,100195,94.34,400,42,10.94,0.45,43.19,3.17,37.71,987.10,153.07,-11.97
02/24/2023,11:33:06,42.2745568333,-71.8115146667,164.1,1,2.60,100189,95.94,400,42,10.94,0.47,43.53,3.18,37.72,988.30,142.86,-22.23
02/24/2023,11:33:08,42.2745568333,-71.8115146667,164.1,1,2.50,100180,94.00,400,42,10.94,0.48,43.97,3.17,37.72,986.70,156.48,-8.56
02/24/2023,11:33:12,42.2745558333,-71.8115231667,164.5,1,2.60,100195,94.26,400,41,10.94,0.48,44.31,3.18,37.74,986.60,157.33,-7.70
02/24/2023,11:33:13,42.2745558333,-71.8115231667,164.5,1,2.50,100166,96.10,400,39,10.94,0.49,44.65,3.20,37.78,987.60,148.81,-16.25
02/24/2023,11:33:14,42.2745558333,-71.8115231667,164.5,1,2.50,100185,94.93,400,37,10.94,0.49,44.88,3.20,37.76,986.60,157.33,-7.70
02/24/2023,11:33:15,42.2745556667,-71.8115305,164.6,1,2.50,100174,95.94,400,34,10.94,0.49,45.10,3.18,37.72,986.50,158.18,-6.84
02/24/2023,11:33:17,42.2745553333,-71.8115371667,164.5,1,2.40,100181,96.78,400,30,10.94,0.49,45.21,3.18,37.74,987.10,153.07,-11.97
02/24/2023,11:33:18,42.2745558333,-71.8115413333,164.5,1,2.40,100186,95.43,400,27,10.94,0.50,45.33,3.16,37.69,987.10,153.07,-11.97
02/24/2023,11:33:20,42.2745555,-71.811542,164.7,1,2.30,100200,94.51,400,24,10.94,0.51,45.44,3.07,37.54,986.70,156.48,-8.56
02/24/2023,11:33:22,42.2745555,-71.811542,164.7,1,2.10,100212,93.42,400,22,10.94,0.50,45.66,2.96,37.33,986.80,155.63,-9.41
02/24/2023,11:33:23,42.2745558333,-71.8115418333,164.8,1,2.00,100209,93.25,400,20,10.94,0.51,45.78,2.83,37.09,986.60,157.33,-7.70
02/24/2023,11:33:25,42.2745558333,-71.8115418333,164.8,1,1.90,100198,93.92,400,20,10.94,0.50,45.78,2.73,36.91,987.50,149.67,-15.39
02/24/2023,11:33:28,42.2745558333,-71.8115418333,164.8,1,1.80,100209,92.41,400,20,10.94,0.50,45.78,2.64,36.77,986.90,154.77,-10.26
02/24/2023,11:33:29,42.274556,-71.8115416667,165.0,1,1.80,100214,93.42,400,20,10.94,0.51,45.89,2.50,36.50,987.20,152.22,-12.83
02/24/2023,11:33:31,42.274556,-71.8115416667,165.0,1,1.60,100211,92.32,400,20,10.94,0.51,46.00,2.40,36.32,987.00,153.92,-11.12
02/24/2023,11:33:32,42.274556,-71.8115416667,165.0,1,1.60,100217,92.58,400,20,10.94,0.53,46.11,2.33,36.21,987.10,153.07,-11.97
02/24/2023,11:33:34,42.274556,-71.8115416667,165.0,1,1.50,100223,93.92,400,20,10.94,0.51,46.11,2.24,36.03,988.70,139.45,-25.65
02/24/2023,11:33:36,42.274556,-71.8115416667,165.0,1,1.50,100217,92.83,400,20,10.94,0.45,46.22,2.19,35.94,987.20,152.22,-12.83
02/24/2023,11:33:37,42.2745543333,-71.8115405,165.2,1,1.50,100220,93.00,400,20,10.94,0.46,46.34,2.15,35.87,987.20,152.22,-12.83
02/24/2023,11:33:39,42.2745543333,-71.8115405,165.2,1,1.40,100204,92.24,400,20,10.94,0.46,46.45,2.11,35.80,987.40,150.52,-14.54
